编号,名称,模型,名称方式,备注,抵抗封印等级,封印命中等级,血量加成,伤害加成,法伤加成,速度加成,防御加成,法防加成,治疗能力,固定伤害,AI战斗,门派,主动技能,特技,法宝技能,法宝佩戴,技能,技能目标数,招式特效,武器名称,武器等级,角色,可捕捉,变身数据,变异,特殊变异,饰品显示,饰品颜色,附加阵法,主怪,共生,炫彩,炫彩组
10364,红鳞蛇妖,千年蛇魅,1,七绝山,0,0,10,1.2,1.5,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|神木林|魔王寨|龙宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10365,尖牙,进阶巴蛇,1,七绝山,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|神木林|魔王寨|龙宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10366,响尾,巴蛇,1,七绝山,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|神木林|魔王寨|龙宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10367,劫镖强盗头领,强盗,1,押镖,0,0,3,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,,,,,,地狱烈火|高级夜战,,,,,,,,,,,,,,,,
10368,劫匪头目,强盗,1,押镖,0,0,3,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,,,,,,地狱烈火|高级夜战,,,,,,,,,,,,,,,,
10369,帮凶,取随机怪,3,押镖,0,0,3,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,,,,,,高级夜战|,,,,,,,,,,,,,,,,
10370,,妖魔鬼怪先锋,2,妖魔鬼怪先锋,0,0,3,1.2,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨|龙宫|神木林,,,,,高级夜战|,,,,,,,,,,,,,,,,
10371,坚不可摧,天兵,1,妖魔鬼怪先锋,0,0,3,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10372,坚不可摧,大海龟,1,妖魔鬼怪先锋,0,0,3,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,阴曹地府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10373,术精岐黄 ,龟丞相,1,妖魔鬼怪先锋,0,0,3,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,化生寺,,,,,高级夜战|,,,,,,,,,,,,,,,,
10374,飞檐走壁,大蝙蝠,1,妖魔鬼怪先锋,0,0,3,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,女儿村,,,,,高级夜战|,,,,,,,,,,,,,,,,
10375,,妖魔鬼怪头目,2,妖魔鬼怪头目,0,0,5,1.5,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨|龙宫|神木林,,,,,高级夜战|,,,,,,,,,,,,,,,,
10376,固若金汤,踏云兽,1,妖魔鬼怪头目,0,0,2,0.5,0.5,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,五庄观,,,,,高级夜战|,,,,,,,,,,,,,,,,
10377,拔山扛鼎,百足将军,1,妖魔鬼怪头目,0,0,2,0.5,0.5,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,凌波城,,,,,高级夜战|,,,,,,,,,,,,,,,,
10378,神行千里,画魂,1,妖魔鬼怪头目,0,0,2,0.5,0.5,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10379,,妖魔鬼怪大王,2,妖魔鬼怪大王,0,0,7,0.5,0.5,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10380,踏雪无痕,蜃气妖,1,妖魔鬼怪大王,0,0,3,0.5,0.5,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10381,铜墙铁壁,混沌兽,1,妖魔鬼怪大王,0,0,3,0.5,0.5,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,阴曹地府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10382,铜墙铁壁,机关人车形,1,妖魔鬼怪大王,0,0,3,0.5,0.5,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10383,杏林高手,红萼仙子,1,妖魔鬼怪大王,0,0,3,0.5,0.5,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,化生寺,,,,,高级夜战|,,,,,,,,,,,,,,,,
10384,排山倒海,猫灵人形,1,妖魔鬼怪大王,0,0,3,0.5,0.5,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级夜战|,,,,,,,,,,,,,,,,
10385,萌萌,海星|狸,1,,0,100,3,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,方寸山,,,,,高级夜战|,,,,,,,,,,,,,,,,
10386,魑,蛟龙,1,魑,0,0,15,1.2,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,真,,,,,蛟龙,金黄
10387,索命海鲛,鲛人,1,魑,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,龙宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10388,鬼魅蛇妖,千年蛇魅,1,魑,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级夜战|,,,,,,,,,,,,,,,,
10389,百面玲珑,地狱战神,1,魑,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,化生寺,,,,,高级夜战|,,,,,,,,,,,,,,,,
10390,欲火凤凰,凤凰,1,魑,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,方寸山,,,,,高级夜战|,,,,,,,,,,,,,,,,
10391,妖魔鬼怪,鼠先锋,1,魑,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级夜战|,,,,,,,,,,,,,,,,
10392,妖魔鬼怪,鼠先锋,1,魑,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级夜战|,,,,,,,,,,,,,,,,
10393,妖魔鬼怪,碧水夜叉,1,魑,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10394,魅,幽灵,1,魅,0,0,15,1.2,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级夜战|,,,,,,,,,,真,,,,,幽灵,青色
10395,白衣秀才,净瓶女娲,1,魅,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级夜战|,,,,,,,,,,,,,,,,
10396,凶神恶煞,律法女娲,1,魅,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,凌波城,,,,,高级夜战|,,,,,,,,,,,,,,,,
10397,行尸走肉,野鬼,1,魅,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,化生寺,,,,,高级夜战|,,,,,,,,,,,,,,,,
10398,碧玉精灵,如意仙子,1,魅,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,阴曹地府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10399,妖魔鬼怪,犀牛将军兽形,1,魅,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10400,妖魔鬼怪,犀牛将军兽形,1,魅,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10401,妖魔鬼怪,风伯,1,魅,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10402,魍,吸血鬼,1,魍,0,0,15,1.2,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,阴曹地府,,,,,高级夜战|,,,,,,,,,,真,,,,,吸血鬼,淡紫色
10403,惑人机关,机关鸟,1,魍,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,凌波城,,,,,高级夜战|,,,,,,,,,,,,,,,,
10404,暗箭伤人,机关兽,1,魍,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,凌波城,,,,,高级夜战|,,,,,,,,,,,,,,,,
10405,夺命蛛丝,蜘蛛精,1,魍,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10406,牛气冲突,牛妖,1,魍,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,无底洞,,,,,高级夜战|,,,,,,,,,,,,,,,,
10407,妖魔鬼怪,碧水夜叉,1,魍,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10408,妖魔鬼怪,碧水夜叉,1,魍,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10409,妖魔鬼怪,风伯,1,魍,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10410,魉,鬼将,1,魉,0,0,15,1.2,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,女儿村,,,,,高级夜战|,,,,,,,,,,真,,,,,鬼将,土耳其蓝
10411,魔音琵琶,蝎子精,1,魍,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,化生寺,,,,,高级夜战|,,,,,,,,,,,,,,,,
10412,三面妖精,雾中仙,1,魉,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10413,伞夜魔仙,阴阳伞,1,魍,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,化生寺,,,,,高级夜战|,,,,,,,,,,,,,,,,
10414,百爪魔灵,百足将军,1,魉,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10415,妖魔鬼怪,碧水夜叉,1,魍,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级夜战|,,,,,,,,,,,,,,,,
10416,妖魔鬼怪,犀牛将军兽形,1,魉,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级夜战|,,,,,,,,,,,,,,,,
10417,妖魔鬼怪,碧水夜叉,1,魍,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级夜战|,,,,,,,,,,,,,,,,
10418,鼍龙,进阶龙龟,1,鼍龙,0,0,15,1.2,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,龙宫,,,,,高级夜战|,,,,,,,,,,真,,,,,进阶踏云兽,白泽狮
10419,凶牙狂虎,进阶噬天虎,1,鼍龙,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,,,,,,进阶噬天虎,白泽狮
10420,双刃魔君,进阶修罗傀儡鬼,1,鼍龙,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,凌波城,,,,,高级夜战|,,,,,,,,,,,,,,,进阶修罗傀儡鬼,白泽狮
10421,遁地奇兽,蜃气妖,1,鼍龙,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,女儿村,,,,,高级夜战|,,,,,,,,,,,,,,,,
10422,蒙面罗刹,夜罗刹,1,鼍龙,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,盘丝洞,,,,,高级夜战|,,,,,,,,,,,,,,,,
10423,妖魔鬼怪,幽灵,1,鼍龙,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,凌波城,,,,,高级夜战|,,,,,,,,,,,,,,,,
10424,妖魔鬼怪,吸血鬼,1,鼍龙,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,凌波城,,,,,高级夜战|,,,,,,,,,,,,,,,,
10425,妖魔鬼怪,巴蛇,1,鼍龙,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,凌波城,,,,,高级夜战|,,,,,,,,,,,,,,,,
10426,妖魔鬼怪,吸血鬼,1,鼍龙,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10427,妖魔鬼怪,吸血鬼,1,鼍龙,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10428,兕怪,进阶踏云兽,1,兕怪,0,0,15,1.2,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,阴曹地府,,,,,高级夜战|,,,,,,,,,,真,,,,,进阶踏云兽,猛蓝
10429,响尾灵蛇,进阶巴蛇,1,兕怪,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,化生寺,,,,,高级夜战|,,,,,,,,,,,,,,,进阶巴蛇,猛蓝
10430,致命毒蝎,进阶蝎子精,1,兕怪,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,普陀山,,,,,高级夜战|,,,,,,,,,,,,,,,进阶蝎子精,猛蓝
10431,勾魂修罗,修罗傀儡鬼,1,兕怪,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10432,掌灯幽灵,幽萤娃娃,1,兕怪,0,0,10,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10433,妖魔鬼怪,吸血鬼,1,兕怪,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,龙宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10434,妖魔鬼怪,鬼将,1,兕怪,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,龙宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10435,妖魔鬼怪,巴蛇,1,兕怪,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,龙宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10436,妖魔鬼怪,巴蛇,1,兕怪,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级夜战|,,,,,,,,,,,,,,,,
10437,妖魔鬼怪,吸血鬼,1,兕怪,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级夜战|,,,,,,,,,,,,,,,,
10438,振威大王,进阶黑山老妖,1,振威大王,0,0,35,5,5,3,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级夜战|,,,,,,,,,,真,,,,,进阶黑山老妖,青绿色
10439,莲台妖花,进阶曼珠沙华,1,振威大王,0,0,28,3,3,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,盘丝洞,,,,,高级夜战|,,,,,,,,,,,,,,,进阶曼珠沙华,天蓝灰
10440,混世魔童,进阶毗舍童子,1,振威大王,0,0,28,3,3,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级夜战|,,,,,,,,,,,,,,,进阶毗舍童子,天蓝灰
10441,鬼影迷踪,进阶蜃气妖,1,振威大王,0,0,28,3,3,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府,,,,,高级夜战|,,,,,,,,,,,,,,,进阶蜃气妖,天蓝灰
10442,持杖邪魅,进阶修罗傀儡妖,1,振威大王,0,0,28,3,2,2,2,2,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,化生寺,,,,,高级夜战|,,,,,,,,,,,,,,,进阶修罗傀儡妖,天蓝灰
10443,妖魔鬼怪,大力金刚,1,振威大王,0,0,15,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级夜战|,,,,,,,,,,,,,,,,
10444,妖魔鬼怪,噬天虎,1,振威大王,0,0,15,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,龙宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
10445,妖魔鬼怪,噬天虎,1,振威大王,0,0,15,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,神木林,,,,,高级夜战|,,,,,,,,,,,,,,,,
10446,妖魔鬼怪,夜罗刹,1,振威大王,0,0,15,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,阴曹地府,,,,,高级夜战|,,,,,,,,,,,,,,,,
10447,妖魔鬼怪,夜罗刹,1,振威大王,0,0,15,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|AI类型=辅助,化生寺,,,,,高级夜战|,,,,,,,,,,,,,,,,
10448,,,2,堆雪人,0,0,7,1,1,1.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,神木林|魔王寨|龙宫|,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
10449,小可爱,野猪|树怪|兔子怪|黑熊|蝴蝶仙子,1,堆雪人,0,0,4,0.9,0.9,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,,,,高级夜战|,,,,,,,,,,,,,,,,
10450,蟠桃精灵,进阶雷鸟人|进阶蛟龙|进阶雨师|进阶巡游天神|进阶古代瑞兽,1,蟠桃盛会,0,0,4,0.9,0.9,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|,,,,,高级夜战|,,,,,,,,,,,,,,,,
10451,蟠桃仙子,进阶芙蓉仙子|进阶凤凰|进阶如意仙子|进阶蝴蝶仙子,1,蟠桃盛会,0,0,4,0.9,0.9,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,神木林|魔王寨|龙宫|,,,,,高级夜战|,,,,,,,,,,,,,,,,
20001,野猪,野猪,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|指令=逃跑|回合=3,,,,,,,,,,,,,,,,,,,,,,
20002,狸,狸,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|指令=防御|回合=0,,,,,,,,,,,,真,,,,,,,,,,
20003,商人的鬼魂,野鬼,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,,,,,,高级夜战|,,,,,,,,,,,,,,,,
20004,喽啰,蟹将|虾兵,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=1|击飞=true|行动=true,,,,,,高级夜战|,,,,,,,,,,,,,,,,
20005,春三十娘,蜘蛛精,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=2|击飞=true|行动=true,盘丝洞,,,,,高级夜战|,,,,,,,,,,,,,,,,
20006,喽啰,巡游天神|蜘蛛精|骷髅怪|狐狸精,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=3|击飞=true|行动=true,,,,,,高级夜战|,,,,,,,,,,,,,,,,
20007,稷神,天兵,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=4|击飞=true|行动=true,凌波城|龙宫|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
20008,社神,天兵,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=5|击飞=true|行动=true,凌波城|龙宫|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
20009,白鹿精,赌徒,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=6|击飞=true|行动=true,,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20010,喽啰,花妖,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=7|击飞=true|行动=true,,,,,,高级夜战|,,,,,,,,,,,,,,,,
20011,玉面狐狸,狐狸精,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=8|击飞=true|行动=true,,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20012,喽啰,花妖,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=9|击飞=true|行动=true,,,,,,高级夜战|,,,,,,,,,,,,,,,,
20013,酒肉和尚,雨师,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=10|击飞=true|行动=true,化生寺,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20014,喽啰,赌徒,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=11|击飞=true|行动=true,大唐官府|神木林|化生寺|女儿村,,,,,高级夜战|,,,,,,,,,,,,,,,,
20015,白琉璃,星灵仙子,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=12|击飞=true|行动=true,天宫,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20016,喽啰,狐狸精,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=13|击飞=true|行动=true,大唐官府|神木林|化生寺|女儿村,,,,,高级夜战|,,,,,,,,,,,,,,,,
20017,酒肉和尚,雨师,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=14|击飞=true|行动=true,化生寺,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20018,喽啰,雨师,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=15|击飞=true|行动=true,大唐官府|神木林|化生寺|女儿村,,,,,高级夜战|,,,,,,,,,,,,,,,,
20019,幽冥鬼,巡游天神,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=16|击飞=true|行动=true,阴曹地府,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20020,喽啰,僵尸,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=17|击飞=true|行动=true,阴曹地府|狮驼岭|魔王寨,,,,,高级夜战|,,,,,,,,,,,,,,,,
20021,喽啰,骷髅怪,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=18|击飞=true|行动=true,阴曹地府|狮驼岭|魔王寨,,,,,高级夜战|,,,,,,,,,,,,,,,,
20022,衙门守卫,护卫,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=19|击飞=true|行动=true,大唐官府,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20023,喽啰,护卫,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=20|击飞=true|行动=true,大唐官府|神木林|化生寺|女儿村,,,,,高级夜战|,,,,,,,,,,,,,,,,
20024,虾兵,虾兵,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=21|击飞=true|行动=true,龙宫,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20025,喽啰,蛤蟆精,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=22|击飞=true|行动=true,凌波城|龙宫|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
20026,山神,雨师,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=23|击飞=true|行动=true,阴曹地府,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20027,喽啰,僵尸,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=24|击飞=true|行动=true,阴曹地府|狮驼岭|魔王寨,,,,,高级夜战|,,,,,,,,,,,,,,,,
20028,喽啰,骷髅怪,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=25|击飞=true|行动=true,阴曹地府|狮驼岭|魔王寨,,,,,高级夜战|,,,,,,,,,,,,,,,,
20029,蟹将军,蟹将,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=26|击飞=true|行动=true,龙宫,,,,,高级水属性吸收|水属性吸收|高级夜战,,,,,,,,,,,,,,,,
20030,喽啰,虾兵,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=27|击飞=true|行动=true,凌波城|龙宫|五庄观|天宫,,,,,高级水属性吸收|水属性吸收|高级夜战,,,,,,,,,,,,,,,,
20031,喽啰,蛤蟆精,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=28|击飞=true|行动=true,凌波城|龙宫|五庄观|天宫,,,,,高级水属性吸收|水属性吸收|高级夜战,,,,,,,,,,,,,,,,
20032,刘洪,护卫,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=29|击飞=true|行动=true,大唐官府,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20033,喽啰,护卫,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=30|击飞=true|行动=true,大唐官府|神木林|化生寺|女儿村,,,,,高级夜战|,,,,,,,,,,,,,,,,
20034,李彪,骷髅怪,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=31|击飞=true|行动=true,阴曹地府,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20035,喽啰,野鬼,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=32|击飞=true|行动=true,阴曹地府|狮驼岭|魔王寨,,,,,高级夜战|,,,,,,,,,,,,,,,,
20036,李彪,强盗,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=33|击飞=true|行动=true,阴曹地府,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20037,喽啰,野鬼,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=34|击飞=true|行动=true,阴曹地府|狮驼岭|魔王寨,,,,,高级夜战|,,,,,,,,,,,,,,,,
20038,天兵飞剑,天兵,1,,0,0,7,1,1,1,1,1,0,0,方式=智能战斗|参数=35|击飞=true|行动=true,化生寺,,,,,高级反击|反击|高级夜战,,,,,,,,,,,,,,,,
20039,喽啰,蛟龙,3,,0,0,4,0.9,1,1,1,1,0,0,方式=智能战斗|参数=36|击飞=true|行动=true,凌波城|龙宫|五庄观|天宫,,,,,高级夜战|,,,,,,,,,,,,,,,,
